Price,Land Size,Building Size,Year Built,Rooms,County
"USD $445,000",728.43 m2,240.06 m2,2010,"3 bedroom(s), 3 bathroom(s)",Guilford
"USD $129,900",546.33 m2,267.28 m2,1892,,Hamilton
"USD $144,900","20,234.30 m2",,1981,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Rockcastle
"USD $309,990","2,428.12 m2",137.22 m2,2025,"3 bedroom(s), 2 bathroom(s)",Hernando
"USD $60,000","2,954.21 m2",,,,Gilmer
"USD $299,000","3,164.64 m2",155.89 m2,2003,"4 bedroom(s), 3 bathroom(s)",Douglas
"USD $40,000","2,023.43 m2",,,,Pulaski
"USD $350,000","3,439.83 m2",397.35 m2,1980,"4 bedroom(s), 4 bathroom(s)",Jackson
"USD $739,000","2,468.58 m2",394.37 m2,2003,"5 bedroom(s), 5 bathroom(s)",Botetourt
"USD $365,000",930.78 m2,177.63 m2,2003,"3 bedroom(s), 3 bathroom(s)",Durham
"USD $4,189,000",650.33 m2,275.83 m2,1940,"5 bedroom(s), 4 bathroom(s)",Los Angeles
"USD $260,000","4,613.42 m2",,2024,"4 bedroom(s), 2 bathroom(s)",Jackson
"USD $335,000",890.31 m2,156.26 m2,1987,"3 bedroom(s), 3 bathroom(s)",Mecklenburg
"USD $40,000","4,046.86 m2",,,,Orange County
"USD $635,000","3,670.50 m2",318.47 m2,2013,"4 bedroom(s), 4 bathroom(s)",Rogers
"USD $480,000",,105.54 m2,1975,"2 bedroom(s), 2 bathroom(s)",
"USD $437,000","6,110.76 m2",342.25 m2,1981,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Frio
"USD $350,000",607.03 m2,89.19 m2,1922,"2 bedroom(s), 1 bathroom(s)",Hennepin
"USD $575,000",772.95 m2,156.82 m2,1994,"3 bedroom(s), 2 bathroom(s)",Travis
"USD $575,000","1,902.02 m2",206.24 m2,1973,"4 bedroom(s), 4 bathroom(s)",Hamilton
"USD $585,000","3,055.38 m2",370.78 m2,2013,"5 bedroom(s), 5 bathroom(s)",Muscogee
"USD $18,000",930.78 m2,,,,Charlotte
"USD $450,000","1,857.51 m2",224.64 m2,1988,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Hamilton
"USD $44,900","3,197.02 m2",107.02 m2,1964,"3 bedroom(s), 1 bathroom(s)",Smyth
"USD $337,500","6,798.72 m2",262.92 m2,1969,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Sangamon
"USD $225,000","1,254.53 m2",148.64 m2,1969,"3 bedroom(s), 1 bathroom(s)",Oakland
"USD $290,000",971.25 m2,145.30 m2,1980,"3 bedroom(s), 2 bathroom(s)",Lake
"USD $179,900","4,208.73 m2",133.78 m2,,"3 bedroom(s), 2 bathroom(s)",Baxter
"USD $334,999",647.50 m2,188.04 m2,2017,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",
"USD $100,000",,43.11 m2,1960,2 bedroom(s),Pike
"USD $899,000",120.87 m2,91.79 m2,1930,"3 bedroom(s), 2 bathroom(s)",Kings (Brooklyn)
"USD $580,000","1,416.40 m2",335.29 m2,1980,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Jefferson
"USD $149,900","10,157.62 m2",121.15 m2,1900,"3 bedroom(s), 2 bathroom(s)",Greene
"USD $6,000,000","318,245.06 m2",212.56 m2,2001,"5 bedroom(s), 3 bathroom(s)",
"USD $230,000","2,063.90 m2",127.46 m2,1997,"4 bedroom(s), 3 bathroom(s)",Cleveland
"USD $539,900",696.87 m2,152.73 m2,1985,"3 bedroom(s), 3 bathroom(s)",Middlesex
"USD $119,900","4,095.42 m2",,,,Wagoner
"USD $254,900",,125.23 m2,1989,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Columbia
"USD $425,000","1,173.59 m2",155.15 m2,1981,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Dane
"USD $445,000",869.67 m2,142.70 m2,1967,"3 bedroom(s), 2 bathroom(s)",Travis
"USD $449,900","4,451.55 m2",221.02 m2,1978,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Wayne
"USD $399,450","2,144.84 m2",211.08 m2,,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)","Johnson, KS"
"USD $385,000","1,077.68 m2",165.74 m2,1987,"2 bedroom(s), 2 bathroom(s)",Jackson
"USD $639,800","2,185.30 m2",266.35 m2,1987,"5 bedroom(s), 4 bathroom(s)",Albany
"USD $8,900","2,185.30 m2",,,,Izard
"USD $320,000","1,133.12 m2",172.43 m2,1987,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Cortland
"USD $45,000",283.28 m2,,,,Dixie
"USD $575,000","2,023.43 m2",283.45 m2,1999,"5 bedroom(s), 3 bathroom(s)",Catoosa
"USD $529,000",161.87 m2,173.08 m2,2012,"3 bedroom(s), 3 bathroom(s)",Washington
"USD $1,100,000",408.77 m2,243.96 m2,2016,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",San Bernardino
"USD $325,000","1,537.81 m2",119.57 m2,1990,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Orange
"USD $499,000",809.37 m2,,1920,"3 bedroom(s), 4 bathroom(s), 1 livingroom(s)",
"USD $399,000",,75.81 m2,1946,"2 bedroom(s), 1 bathroom(s)",Palm Beach
"USD $373,340",,155.61 m2,,"3 bedroom(s), 2 bathroom(s)",
"USD $615,000",202.34 m2,155.89 m2,2005,"5 bedroom(s), 3 bathroom(s)",Horry
"USD $509,900","3,103.13 m2",389.91 m2,1985,"4 bedroom(s), 3 bathroom(s)",Summit
"USD $75,000",,142.14 m2,,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",
"USD $1,395,000",526.09 m2,,1930,"2 bedroom(s), 1 bathroom(s)",Santa Barbara
"USD $1,499,000","7,766.33 m2",170.29 m2,1968,"3 bedroom(s), 3 bathroom(s)",Los Angeles
"USD $229,000","2,913.74 m2",137.31 m2,1942,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Calhoun
"USD $169,000",566.56 m2,112.04 m2,1915,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Penobscot
"USD $95,000","1,129.07 m2",,,,Polk
"USD $199,900","1,052.18 m2",146.04 m2,1958,"4 bedroom(s), 2 bathroom(s)",Monroe
"USD $1,105,000","814,997.13 m2",,,,Breckinridge
"USD $275,000",169.97 m2,125.33 m2,1999,"2 bedroom(s), 2 bathroom(s)",Union
"USD $248,900",526.09 m2,120.87 m2,2025,"3 bedroom(s), 2 bathroom(s)",Kleberg
"USD $2,400,000","97,650.73 m2",,,,
"USD $399,000","1,578.28 m2",165.55 m2,1995,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Perry
"USD $289,000",,58.16 m2,1884,"1 bedroom(s), 1 bathroom(s)",Providence
"USD $215,000",566.56 m2,143.26 m2,1997,"3 bedroom(s), 2 bathroom(s)",Terrebonne
"USD $345,000",161.87 m2,121.80 m2,2005,"2 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Clark
"USD $1,250,000","303,109.81 m2",,,,Rutherford
"USD $420,000","5,422.79 m2",132.29 m2,1995,"3 bedroom(s), 2 bathroom(s)",Washington
"USD $385,000",,223.62 m2,1870,"4 bedroom(s), 4 bathroom(s)",
"USD $398,900","2,832.80 m2",279.64 m2,2000,"4 bedroom(s), 3 bathroom(s)",Bremer
"USD $135,000",,112.78 m2,1900,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Allen
"USD $579,900","1,092.65 m2",270.91 m2,1999,"5 bedroom(s), 3 bathroom(s)",
"USD $95,000","1,137.17 m2",,,,Polk
"USD $330,000",,145.67 m2,2023,"3 bedroom(s), 3 bathroom(s)",Isle of Wight County VA
"USD $250,000","1,610.65 m2",263.84 m2,1930,"3 bedroom(s), 3 bathroom(s)",Oneida
"USD $229,000",566.56 m2,130.90 m2,1980,"3 bedroom(s), 2 bathroom(s)",Nueces
"USD $244,900",526.09 m2,86.21 m2,1959,"3 bedroom(s), 2 bathroom(s)",Wayne
"USD $549,000","31,565.51 m2",146.42 m2,1930,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Orange County
"USD $650,000",,186.64 m2,1974,,Clackamas
"USD $400,000",890.31 m2,,1974,"3 bedroom(s), 1 livingroom(s)",Mesa
"USD $669,000",485.62 m2,121.24 m2,1974,"3 bedroom(s), 2 bathroom(s)",Horry
"USD $179,900",975.29 m2,122.26 m2,1996,"3 bedroom(s), 2 bathroom(s)",Leflore
"USD $857,500","1,902.02 m2",326.65 m2,2020,"4 bedroom(s), 3 bathroom(s)",Wake
"USD $579,900",,,,"4 bedroom(s), 4 bathroom(s)",Cumberland
"USD $100,000","20,031.96 m2",,,,Faulkner
"USD $399,000",485.62 m2,110.37 m2,1954,"3 bedroom(s), 2 bathroom(s)",Cook
"USD $89,000",323.75 m2,,1928,"3 bedroom(s), 2 bathroom(s)",Genesee
"USD $115,000","9,226.84 m2",,,,Mohave
"USD $377,800",687.97 m2,96.99 m2,1940,"2 bedroom(s), 1 bathroom(s)",Maricopa
"USD $364,900",716.29 m2,74.69 m2,1952,"2 bedroom(s), 2 bathroom(s)",DuPage
"USD $510,000",,288.00 m2,,"4 bedroom(s), 3 bathroom(s)",Cook
"USD $1,386,000","311,203.53 m2",,,,McLean
"USD $375,000","1,821.09 m2",232.91 m2,1992,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",St. Joseph County
"USD $475,000",501.81 m2,130.90 m2,2013,"2 bedroom(s), 2 bathroom(s)",Erie
"USD $229,900",673.40 m2,147.16 m2,1920,"3 bedroom(s), 2 bathroom(s)",Chemung
"USD $369,500",,192.50 m2,2005,"4 bedroom(s), 3 bathroom(s)",Kendall
"USD $360,000","2,428.12 m2",200.67 m2,1984,"4 bedroom(s), 3 bathroom(s)",Kent
"USD $184,900",485.62 m2,84.73 m2,1959,"3 bedroom(s), 1 bathroom(s)",Black Hawk
"USD $8,900",647.50 m2,,,,Izard
"USD $400,000","1,052.18 m2",170.66 m2,1989,"3 bedroom(s), 3 bathroom(s)",Mecklenburg
"USD $89,900",641.02 m2,80.27 m2,1958,"3 bedroom(s), 1 bathroom(s)",St. Louis
"USD $3,250,000","4,370.61 m2",310.20 m2,2022,"4 bedroom(s), 4 bathroom(s)",Collier
"USD $600,000","1,214.06 m2",134.15 m2,1962,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Rockland County
"USD $299,000","1,052.18 m2",131.18 m2,2003,"3 bedroom(s), 2 bathroom(s)",Charlotte
"USD $340,000",687.97 m2,110.46 m2,1958,"3 bedroom(s), 2 bathroom(s)",Wayne
"USD $385,000",845.42 m2,243.22 m2,1979,"3 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Lancaster
"USD $639,900",890.31 m2,282.70 m2,2022,"4 bedroom(s), 3 bathroom(s)",Kane
"USD $300,000","8,741.22 m2",,,,Orange
"USD $614,900",813.42 m2,191.19 m2,2010,"3 bedroom(s), 2 bathroom(s)",Lee
"USD $385,000",,271.65 m2,2006,"3 bedroom(s), 3 bathroom(s)",Kane
"USD $1,030,000","11,857.30 m2",450.21 m2,2012,"4 bedroom(s), 5 bathroom(s)",Madison
"USD $420,000","1,560.47 m2",136.94 m2,1990,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Warren
"USD $275,000","1,684.30 m2",218.51 m2,1975,"6 bedroom(s), 4 bathroom(s)",Stark
"USD $455,000","3,723.11 m2",349.59 m2,1999,"5 bedroom(s), 4 bathroom(s)",Walton
"USD $555,000",566.56 m2,172.71 m2,1977,"4 bedroom(s), 2 bathroom(s)",Washoe
"USD $769,000",,188.31 m2,2025,"3 bedroom(s), 4 bathroom(s)",Wayne
"USD $475,000",113.31 m2,,2021,"3 bedroom(s), 4 bathroom(s)",Fulton
"USD $1,080,000","2,266.24 m2",551.75 m2,1999,"7 bedroom(s), 5 bathroom(s)",Gwinnett
"USD $365,000",283.28 m2,150.41 m2,2014,"3 bedroom(s), 3 bathroom(s)",Cobb
"USD $100,000",68.80 m2,68.47 m2,1958,"1 bedroom(s), 1 bathroom(s)",Fulton
"USD $437,900",,161.00 m2,2003,"3 bedroom(s), 3 bathroom(s)",Camden
"USD $525,000",684.88 m2,159.14 m2,1955,"4 bedroom(s), 2 bathroom(s)",San Bernardino
"USD $599,900","1,011.72 m2",266.82 m2,1983,"4 bedroom(s), 4 bathroom(s)",Spokane
"USD $799,000",553.05 m2,110.00 m2,1948,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Los Angeles
"USD $8,900","1,537.81 m2",,,,Izard
"USD $225,000","20,234.30 m2",76.92 m2,1971,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",San Bernardino
"USD $85,000",60.70 m2,,1989,,DeKalb
"USD $475,000","11,897.77 m2",197.70 m2,2021,"4 bedroom(s), 3 bathroom(s)",Walton
"USD $1,000,000","2,003.20 m2",519.61 m2,2003,"4 bedroom(s), 5 bathroom(s)",Cobb
"USD $233,900",971.25 m2,166.11 m2,1965,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Allen County
"USD $539,000","1,335.46 m2",186.27 m2,2022,"3 bedroom(s), 2 bathroom(s)",Escambia - Fl
"USD $199,000","4,249.20 m2",161.65 m2,1860,"3 bedroom(s), 2 bathroom(s)",Bradford
"USD $185,000",,23.78 m2,1989,1 bathroom(s),Rockingham
"USD $350,000","1,942.49 m2",131.83 m2,1972,"3 bedroom(s), 2 bathroom(s)",Durham
"USD $769,000",186.92 m2,125.42 m2,1972,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Orange
"USD $625,000",768.90 m2,207.27 m2,2000,"4 bedroom(s), 2 bathroom(s)",Maricopa
"USD $890,000",930.78 m2,135.82 m2,1985,"3 bedroom(s), 2 bathroom(s)",
"USD $39,900",687.97 m2,,,,Nash
"USD $99,900","11,371.68 m2",,,,Ionia
"USD $775,000","2,468.58 m2",,2019,"6 bedroom(s), 5 bathroom(s), 1 livingroom(s)",Butler
"USD $325,000",728.43 m2,157.66 m2,1983,"3 bedroom(s), 2 bathroom(s)",Lee
"USD $180,000",,228.26 m2,1900,,POTTAWATTAMIE
"USD $180,000","2,144.84 m2",,,,St. Tammany
"USD $4,599,000","4,694.36 m2",509.57 m2,2013,"4 bedroom(s), 5 bathroom(s)",Maricopa
"USD $439,000","4,046.86 m2",233.84 m2,1977,"4 bedroom(s), 4 bathroom(s)",Bradley
"USD $165,000","1,942.49 m2",,,,Blount County - 28
"USD $34,900","7,041.54 m2",,,,Isabella
"USD $450,000","3,116.08 m2",148.18 m2,2004,"3 bedroom(s), 2 bathroom(s)",Blount County - 28
"USD $588,000",930.78 m2,194.91 m2,1994,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Chatham
"USD $399,500","20,234.30 m2",,1950,,Goochland
"USD $325,000",607.03 m2,160.16 m2,2023,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Aiken
"USD $719,000",668.90 m2,141.86 m2,1964,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",San Bernardino
"USD $200,000",,85.84 m2,1981,"2 bedroom(s), 2 bathroom(s)",Kent
"USD $185,000","1,902.02 m2",115.94 m2,1996,"2 bedroom(s), 2 bathroom(s)",Catawba
"USD $335,000","1,416.40 m2",145.67 m2,1996,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Wake
"USD $199,900","1,254.53 m2",220.64 m2,1950,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Allen County
"USD $400,000","1,133.12 m2",201.79 m2,2012,"4 bedroom(s), 3 bathroom(s)",Putnam
"USD $525,000",647.50 m2,157.10 m2,2006,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Marion
"USD $475,000","28,206.61 m2",159.79 m2,1980,"2 bedroom(s), 2 bathroom(s)",Gaston
"USD $380,000",526.09 m2,211.26 m2,1998,"4 bedroom(s), 3 bathroom(s)",Bernalillo
"USD $385,000",768.90 m2,151.80 m2,2003,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Franklin
"USD $275,000",647.50 m2,170.01 m2,2023,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Lubbock
"USD $499,900",930.78 m2,306.02 m2,2006,"4 bedroom(s), 3 bathroom(s)",Greene
"USD $349,000","3,197.02 m2",117.62 m2,1954,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)","Polk, NC"
"USD $705,000",728.36 m2,138.61 m2,1974,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Ventura
"USD $950,000",485.62 m2,259.66 m2,1952,"5 bedroom(s), 4 bathroom(s)",Hennepin
"USD $300,000","2,306.71 m2",,,,Iredell
"USD $570,000",930.78 m2,248.14 m2,2025,"4 bedroom(s), 3 bathroom(s)",Canyon
"USD $240,000",,139.35 m2,,"3 bedroom(s), 2 bathroom(s)",Campbell
"USD $385,000","2,023.43 m2",258.46 m2,1964,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Knox County - 1
"USD $224,900","1,004.43 m2",162.58 m2,,"3 bedroom(s), 2 bathroom(s)",Sebastian
"USD $190,000",598.53 m2,,1956,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Allegheny-South
"USD $698,500","21,933.96 m2",264.96 m2,1995,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Vilas
"USD $218,999",,73.49 m2,1974,"2 bedroom(s), 1 bathroom(s)",Lee
"USD $530,000","1,052.18 m2",210.15 m2,2002,"4 bedroom(s), 3 bathroom(s)",SAINT MARYS
"USD $625,000","2,589.99 m2",197.60 m2,2005,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Walton
"USD $87,500","20,477.11 m2",,,,Ripley
"USD $499,000",899.62 m2,374.96 m2,2022,,Hidalgo
"USD $349,900",602.98 m2,115.57 m2,2008,"4 bedroom(s), 3 bathroom(s)",Polk
"USD $1,199,999","1,537.81 m2",297.29 m2,2025,"5 bedroom(s), 5 bathroom(s)",Sevier
"USD $2,675,000","1,129.07 m2",316.24 m2,2014,"4 bedroom(s), 5 bathroom(s)",Lee
USD $990,"1,335.46 m2",,,,Fulton
"USD $724,900","1,497.34 m2",256.60 m2,1975,"5 bedroom(s), 4 bathroom(s)",FAIRFAX
"USD $299,900",,104.52 m2,1985,"2 bedroom(s), 2 bathroom(s)",Palm Beach
"USD $160,000",,,2000,,Lee
"USD $1,285,000","1,385.24 m2",424.85 m2,2025,"6 bedroom(s), 5 bathroom(s)",Henrico
"USD $2,275,000",,287.26 m2,1984,"3 bedroom(s), 4 bathroom(s)",Palm Beach
"USD $112,000","1,019.40 m2",117.15 m2,1956,"3 bedroom(s), 2 bathroom(s)",Jackson
"USD $400,000",,129.41 m2,2008,"2 bedroom(s), 2 bathroom(s)",Lancaster
"USD $519,900","3,277.96 m2",142.33 m2,1954,"3 bedroom(s), 2 bathroom(s)",Fairfield
"USD $255,000",123.43 m2,135.82 m2,2003,"3 bedroom(s), 3 bathroom(s)",Dallas
"USD $255,000",445.15 m2,124.03 m2,1948,"3 bedroom(s), 2 bathroom(s)",Campbell
"USD $50,000","13,030.89 m2",,,,Faulkner
"USD $484,900","15,256.66 m2",229.47 m2,2000,"3 bedroom(s), 4 bathroom(s)",Ingham
"USD $214,900","25,252.41 m2",,,,Lumpkin - GA
"USD $44,900","2,792.33 m2",,,,Oceana
"USD $269,000","1,092.65 m2",125.98 m2,2014,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Allen County
"USD $165,000",687.97 m2,126.63 m2,1964,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Lubbock
"USD $195,000","485,623.19 m2",,,,Presque Isle
"USD $775,000","8,903.09 m2",,,"4 bedroom(s), 3 bathroom(s)",OK
"USD $525,000","1,379.57 m2",363.07 m2,2004,"4 bedroom(s), 3 bathroom(s)",Clark
"USD $315,000","1,011.72 m2",210.61 m2,2021,"5 bedroom(s), 3 bathroom(s)",Cumberland
"USD $475,000","2,832.80 m2",412.12 m2,1972,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Sedgwick
"USD $740,000","42,613.43 m2",152.36 m2,1999,"3 bedroom(s), 4 bathroom(s)",Waukesha
"USD $299,900",687.97 m2,109.25 m2,1956,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Androscoggin
"USD $585,000",930.78 m2,169.92 m2,1974,"4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Pinellas
"USD $209,900","1,087.39 m2",154.13 m2,,"3 bedroom(s), 2 bathroom(s)",Sebastian
"USD $325,000",40.47 m2,114.46 m2,1998,"3 bedroom(s), 2 bathroom(s)",
"USD $169,900","2,751.86 m2",93.65 m2,,"2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Lake
"USD $589,000",,235.23 m2,2018,"3 bedroom(s), 3 bathroom(s)",LOUDOUN
"USD $299,900",,162.58 m2,2008,1 bathroom(s),Van Buren
"USD $375,000","50,585.75 m2",,,,Ector
"USD $489,000",,105.44 m2,1992,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Pinellas
"USD $365,000",,,2005,"1 bedroom(s), 1 bathroom(s)",MONTGOMERY
"USD $259,900",161.87 m2,88.82 m2,1983,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Pinellas
"USD $12,000","1,092.65 m2",138.24 m2,1910,"2 bedroom(s), 1 bathroom(s)",Washington
"USD $230,000","1,456.87 m2",101.45 m2,1965,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Wright
"USD $193,000",728.43 m2,93.46 m2,1966,"3 bedroom(s), 2 bathroom(s)",Linn
"USD $489,900","1,011.72 m2",254.83 m2,2024,"4 bedroom(s), 4 bathroom(s)",Cedar
"USD $189,000",242.81 m2,102.19 m2,1986,"2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Manatee
"USD $500,000",,256.41 m2,1905,"6 bedroom(s), 2 bathroom(s)",PHILADELPHIA
"USD $1,595,000",161.87 m2,172.34 m2,2001,"3 bedroom(s), 3 bathroom(s)",Eagle
"USD $299,000","2,144.84 m2",265.89 m2,1965,"3 bedroom(s), 2 bathroom(s)",Hawkins
"USD $500,000","1,011.72 m2",223.34 m2,2005,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Osceola
"USD $249,900",,170.48 m2,1945,"4 bedroom(s), 2 bathroom(s)",Broome
"USD $205,000",509.90 m2,118.36 m2,2003,"3 bedroom(s), 2 bathroom(s)",Santa Rosa
"USD $225,000","42,006.41 m2",,,,Saunders
"USD $1,695,000",445.15 m2,232.26 m2,2020,"5 bedroom(s), 6 bathroom(s)",Brunswick
"USD $385,000",566.56 m2,169.18 m2,2023,"4 bedroom(s), 2 bathroom(s)",Pinal
"USD $263,000","1,740.15 m2",133.69 m2,1975,"3 bedroom(s), 2 bathroom(s)",Marion
"USD $444,474",728.43 m2,249.17 m2,,"5 bedroom(s), 3 bathroom(s)",MADISON
"USD $334,000",667.73 m2,174.10 m2,2017,"4 bedroom(s), 2 bathroom(s)",Midland
"USD $499,969","1,375.93 m2",,2023,"4 bedroom(s), 3 bathroom(s)",Carroll
"USD $3,895,000","9,267.31 m2",726.69 m2,2005,"5 bedroom(s), 6 bathroom(s)",Fairfield
"USD $425,000",,158.86 m2,1980,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Broward County
"USD $20,000","4,815.76 m2",,,,Washington
"USD $164,900",768.90 m2,76.27 m2,1930,"2 bedroom(s), 1 bathroom(s)",Floyd - GA
"USD $349,900","2,104.37 m2",,1999,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",
"USD $2,690,000",,,2025,,Cape May
"USD $489,000","4,208.73 m2",,1998,"4 bedroom(s), 3 bathroom(s)",
"USD $1,100,000",736.53 m2,190.54 m2,1990,"3 bedroom(s), 3 bathroom(s)",Lee
"USD $269,000",408.73 m2,140.75 m2,2021,"3 bedroom(s), 2 bathroom(s)",Escambia - Fl
"USD $325,000","2,832.80 m2",195.84 m2,2006,"3 bedroom(s), 2 bathroom(s)",Spartanburg
"USD $89,900",392.55 m2,377.00 m2,1955,,Wayne County
"USD $948,000","1,295.00 m2",242.57 m2,2025,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Hamilton
"USD $585,000",663.69 m2,305.74 m2,2007,"4 bedroom(s), 3 bathroom(s)",Lee
"USD $22,000","8,093.72 m2",,,,Simpson
"USD $699,000","17,280.09 m2",796.74 m2,,2 bathroom(s),Luzerne
"USD $645,000",,228.17 m2,1918,"3 bedroom(s), 2 bathroom(s)",POTTAWATTAMIE
"USD $650,000",922.68 m2,240.71 m2,1974,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Jefferson
"USD $184,900",687.97 m2,100.34 m2,1957,"3 bedroom(s), 2 bathroom(s)",Montgomery
"USD $115,000","1,780.62 m2",157.47 m2,1900,"4 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Kennebec
"USD $639,900",768.90 m2,249.07 m2,2025,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Lubbock
"USD $1,800,000","2,509.05 m2",309.65 m2,1800,"5 bedroom(s), 5 bathroom(s)",Aiken
"USD $510,000","1,052.18 m2",248.70 m2,1963,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Jefferson
"USD $727,900","1,173.59 m2",340.40 m2,2014,"4 bedroom(s), 4 bathroom(s)",Waukesha
"USD $1,795,000",890.31 m2,254.55 m2,2000,"5 bedroom(s), 5 bathroom(s)",Glynn
"USD $375,000","1,052.18 m2",140.66 m2,1980,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Dane
"USD $245,000",768.90 m2,217.30 m2,1975,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Sedgwick
"USD $649,000","21,853.04 m2",248.61 m2,2022,"4 bedroom(s), 4 bathroom(s)",Walton
"USD $233,900",,,1983,"3 bedroom(s), 3 bathroom(s)",Horry
"USD $62,500","12,140.58 m2",,,,Ray
"USD $324,000","78,729.64 m2",172.43 m2,1998,"3 bedroom(s), 2 bathroom(s)",Hughes
"USD $289,000",607.03 m2,164.81 m2,2016,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Lubbock
"USD $499,000","28,328.02 m2",322.47 m2,2020,"6 bedroom(s), 1 livingroom(s)",Bath
"USD $199,000",,,2007,,Boone
"USD $1,160,000",478.54 m2,241.27 m2,1950,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Los Angeles
"USD $575,000","1,659.21 m2",124.86 m2,1955,"4 bedroom(s), 1 bathroom(s)",Monmouth
"USD $889,000","1,537.81 m2",578.79 m2,2005,"6 bedroom(s), 5 bathroom(s)",Greene
"USD $479,900",,210.15 m2,2014,"3 bedroom(s), 2 bathroom(s)",St. Lucie
"USD $1,199,900","1,052.18 m2",229.47 m2,1983,"5 bedroom(s), 2 bathroom(s)",Maricopa
"USD $229,000","1,861.56 m2",114.46 m2,1969,"3 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Ross
"USD $495,000","12,140.58 m2",226.50 m2,2025,"4 bedroom(s), 3 bathroom(s), 1 livingroom(s)","Johnson, MO"
"USD $650,000","5,018.11 m2",108.70 m2,1992,"2 bedroom(s), 2 bathroom(s)",Fannin - GA
"USD $270,000","2,897.55 m2",127.56 m2,1890,"3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Hamilton
"USD $320,000","1,024.26 m2",165.55 m2,2007,"3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Jackson
"USD $650,000","20,274.77 m2",355.91 m2,1994,"4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",
"USD $385,000","3,294.14 m2",183.67 m2,2025,"3 bedroom(s), 3 bathroom(s)",Logan
